Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
10177.1,August-1977,8093.6,flat,commercial,Outskirts,rectangle,2,65818,10,0.7391652156929625,1972,0.0,highway,99,3,8,NA,No,NA
11477.9,Jul-2006,3718.9,open land,residential,Center,rectangle,1,12668,8,0.5020377685027111,2001,,alley,80,2,2,C,NA,NA
10879.2,June-93,3542.5,flat,residential,Outskirts,trapezoid,3,72666,1,0.11582587799324495,1989,0.0,highway,5,5,10,NA,Yes,NA
19777.7,April-1983,10489.2,duplex,residential,Border,trapezoid,3,30761,5,0.6813986394382261,1972,1981.0,street,24,5,9,NA,Yes,
3801.2,December-1970,1253.9,villa,residential,Border,trapezoid,3,35333mts,1,0.9917334246791192,1968,0.0,street,72,2,7,NA,Yes, No
9943.9,May-1991,1677.3,duplex,residential,Border,rectangle,4,24011,6,0.1171712518179362,1978,1986.0,highway,8,1,1,NA,No,NA
10178.7,August-2009,2675.2,flat,commercial,Center,irregular,5,15280,9,0.3309614132547736,1995,2005.0,alley,40,2,10,NA,No,NA
4739.5,September-1977,9952.7,villa,residential,Border,trapezoid,2,26387,6,0.7966210941885438,1966,1977.0,street,57,4,10,NA,Yes, No
10492.3,September-77,2808.5,open land,commercial,Outskirts,rectangle,2,77240,6,0.5258705479212434,1977,0.0,highway,49,2,4,C,NA,NA
12187.4,July-1992,5540.5,open land,commercial,Border,trapezoid,5,20206,1,0.2142331081190586,1991,,street,13,5,2,F,NA,NA
11758.6,Sep-2005,11811.5,flat,commercial,Center,trapezoid,1,13773,2,0.34968693657912797,2003,0.0,street,97,1,2,NA,Yes,NA
11226.3,December-1983,5181.2,flat,commercial,Center,trapezoid,5,4917mts,9,0.24136842913715084,1967,1978.0,street,79,5,7,,Yes,NA
4950.7,March-2004,9126.6,villa,residential,Border,trapezoid,3,37585,9,0.975967260768438,1996,0.0,street,76,3,5,NA,Yes, No
18952.7,Apr-1990,9628.3,open land,industrial,Outskirts,irregular,4,75638,5,0.9700859702073285,1972,0.0,highway,89,1,8,C,NA,
4511.4,January-2000,5105.3,villa,residential,Border,trapezoid,5,39644,8,0.6732112484143096,1997,0.0,street,19,2,8,NA,Yes, No
11749.7,January-1986,7029.1,duplex,residential,Center,rectangle,4,20545,6,0.5002799841783923,1985,0.0,street,1,4,3,NA,No,NA
9907.1,Oct-2009,6743.6,flat,commercial,Border,rectangle,1,30502,2,0.06937266243988949,2002,0.0,highway,93,1,6,NA,No,
19938.1,April-2005,8792.8,open land,commercial,Center,rectangle,1,21740mts,1,0.1781237991718163,1988,0.0,alley,42,2,5,F,NA,
12016.1,July-2003,7981.1,open land,residential,Border,rectangle,4,39621,8,0.4042719893307667,1998,0.0,highway,5,3,2,F,NA,NA
4439.9,November-1976,6317.8,villa,residential,Border,trapezoid,5,35387mts,8,0.8296176792586766,1975,0.0,street,63,1,6,,Yes,Yes
10806.4,Feb-1973,5258.7,duplex,residential,Outskirts,trapezoid,3,50750,3,0.48675845760726477,1954,1962.0,highway,5,2,1,NA,No,NA
11302.4,June-2002,8747.4,duplex,commercial,Center,rectangle,3,2720mts,8,0.30747844593525964,1990,1998.0,street,78,1,6,NA,Yes,NA
11149.1,Jun-1984,8565.4,duplex,residential,Outskirts,rectangle,4,71667mts,8,0.7245344455718344,1970,1979.0,highway,64,3,6,NA,Yes,NA
10337.8,Nov-1985,4003.5,flat,commercial,Center,irregular,2,16642,1,0.31033576527903883,1976,0.0,street,1,3,8,,No,NA
11568.0,December-1982,10575.5,duplex,commercial,Border,trapezoid,1,34818,3,0.3094128314136513,1965,1975.0,street,3,5,5,NA,Yes,
10266.5,September-1976,9177.0,flat,commercial,Outskirts,irregular,4,59986,6,0.7309290639914469,1968,0.0,highway,65,3,5,NA,Yes,
10042.5,December-73,1918.0,flat,commercial,Border,trapezoid,1,34494,9,0.6952692173775897,1969,0.0,street,19,3,4,NA,No,NA
11408.9,January-1976,10510.9,duplex,residential,Outskirts,rectangle,5,50484,4,0.741476812812207,1961,1972.0,highway,79,4,9,NA,Yes,NA
11157.1,March-1987,1512.5,duplex,commercial,Center,trapezoid,3,16825,1,0.8052350791526238,1976,1985.0,street,93,3,3,,No,NA
11255.6,October-2009,10624.3,flat,residential,Center,irregular,5,6737,9,0.2757522836553312,1997,2006.0,alley,81,2,9,NA,Yes,
4878.3,May-1978,8868.7,villa,residential,Center,trapezoid,2,12288,8,0.4744506923772768,1964,1973.0,street,85,1,6,NA,Yes,Yes
3620.0,February-1991,2308.3,villa,residential,Border,trapezoid,4,33789mts,3,0.06285075710107424,1988,0.0,highway,58,3,6,,Yes, No
11061.3,March-1999,10053.5,flat,residential,Outskirts,rectangle,1,76742,1,0.7084006985336745,1987,1996.0,highway,75,3,2,NA,No,NA
10577.5,March-2009,1480.8,duplex,residential,Border,trapezoid,1,33937,1,0.0700847246697891,1992,2000.0,highway,43,3,2,,Yes,NA
11862.5,October-81,6867.0,open land,commercial,Border,rectangle,5,23139mts,2,0.84995710307161,1963,0.0,street,67,3,1,F,NA,NA
10412.0,December-1993,6071.5,flat,residential,Outskirts,rectangle,3,57479,4,0.8070766094845723,1986,0.0,highway,94,1,4,,No,NA
10811.7,August-1975,6237.8,flat,residential,Border,trapezoid,1,31312,1,0.6939129956187046,1974,0.0,highway,87,5,1,NA,Yes,
11076.2,January-1988,11527.5,flat,commercial,Border,rectangle,4,40075mts,9,0.9838046857951646,1987,0.0,highway,11,3,5,NA,Yes,NA
19334.5,Apr-1980,10902.5,duplex,residential,Border,rectangle,4,30990,10,0.8251487822545265,1978,0.0,street,56,5,7,NA,No,NA
11204.9,Aug-1992,10723.4,flat,residential,Outskirts,rectangle,5,60961,3,0.2858917498111967,1991,0.0,highway,31,3,6,NA,Yes,
18834.7,April-2005,4576.1,open land,residential,Border,irregular,2,34615,5,0.4611896311305821,2000,0.0,highway,8,1,10,F,NA,
3811.1,June-1990,9982.1,villa,residential,Outskirts,irregular,3,58695,1,0.3023223331014173,1977,1988.0,highway,13,1,6,NA,Yes, No
11716.8,August-80,4635.0,land,residential,Center,irregular,2,22534mts,5,0.838749499098671,1963,0.0,alley,56,3,6,F,NA,NA
11197.6,November-1986,9315.4,duplex,commercial,Outskirts,rectangle,4,60010,1,0.5038368705168896,1976,1987.0,highway,46,5,4,,Yes,
12188.3,February-1980,7384.0,open land,commercial,Center,trapezoid,5,24542,5,0.2461577536361157,1963,,alley,72,5,5,C,NA,NA
4396.7,July-85,10466.8,villa,residential,Outskirts,rectangle,1,66411,7,0.41379084483344675,1980,0.0,highway,22,4,9,NA,Yes,Yes
9869.2,November-1971,4148.8,flat,residential,Border,irregular,1,37648,8,0.9658405779642066,1961,1972.0,highway,31,5,1,NA,No,NA
11351.0,October-2001,4468.6,duplex,residential,Center,rectangle,5,5595mts,3,0.7172413254885082,1990,2000.0,alley,15,1,4,NA,No,NA
10492.5,May-1994,7583.6,duplex,commercial,Outskirts,rectangle,1,62255,4,0.09041670989364292,1991,0.0,highway,4,3,9,,No,
10469.4,August-1970,5662.5,duplex,commercial,Outskirts,rectangle,3,56096mts,9,0.6753136901671016,1956,1964.0,highway,47,5,1,NA,Yes,NA
11056.0,July-1973,9479.3,flat,commercial,Center,rectangle,4,21011,9,0.42189780943414323,1971,0.0,alley,71,5,10,,No,
10890.9,Aug-1992,3890.1,open land,residential,Border,irregular,2,20059,9,0.24403940471702634,1982,0.0,street,68,2,9,F,NA,NA
9927.9,February-1999,2738.6,duplex,residential,Border,irregular,1,36385,5,0.5486394842277995,1989,1997.0,highway,15,2,8,NA,No,
10808.0,August-1984,10697.6,flat,commercial,Center,irregular,5,9897,3,0.036618774123742925,1981,0.0,street,98,2,8,,No,NA
11046.7,January-2002,11441.2,flat,residential,Center,irregular,2,11483,1,0.06028504844057503,1998,0.0,alley,90,2,9,,No,
11170.1,January-1990,6104.8,open land,industrial,Outskirts,rectangle,3,70395mts,2,0.5219185655645091,1976,0.0,highway,13,2,8,C,NA,NA
11125.3,September-1973,5216.5,land,industrial,Outskirts,rectangle,5,66776mts,9,0.15103962044165953,1956,,highway,22,3,6,F,NA,NA
18814.6,April-2007,2599.2,duplex,commercial,Center,rectangle,2,11405,5,0.9985396052549375,2007,0.0,alley,98,4,6,,Yes,
10132.7,January-78,1101.2,duplex,residential,Outskirts,trapezoid,1,59411,8,0.010560317870272895,1969,0.0,highway,35,4,10,NA,No,NA
10741.4,February-1989,10691.9,flat,residential,Outskirts,irregular,3,60214,8,0.320844384104099,1979,1989.0,highway,6,4,7,,Yes,NA
10844.1,October-1977,2498.0,open land,commercial,Border,rectangle,3,27586,4,0.21217549793627966,1969,0.0,highway,12,4,2,F,NA,NA
20202.4,April-1978,11297.1,land,industrial,Center,rectangle,4,2097,1,0.26933580289775483,1959,0.0,street,20,1,8,F,NA,NA
10099.0,August-2002,2149.5,flat,residential,Outskirts,irregular,4,77187,10,0.577909680121517,1990,2001.0,highway,40,4,4,NA,Yes,
11067.8,November-09,7438.0,duplex,commercial,Center,rectangle,2,12611mts,4,0.28778373678816205,2000,0.0,alley,98,1,2,NA,Yes,NA
11608.2,July-1988,7810.1,duplex,residential,Border,trapezoid,2,31885mts,2,0.9481613344043262,1985,0.0,street,97,4,10,NA,No,
4198.5,Sep-1996,7683.9,villa,residential,Center,irregular,2,21338,9,0.43256892233911215,1985,1995.0,alley,67,2,5,,Yes,Yes
11016.9,August-2008,6349.9,duplex,commercial,Border,rectangle,2,22929,8,0.9702179925916369,2000,0.0,street,0,3,4,NA,No,NA
11696.1,June-2006,9104.1,duplex,residential,Outskirts,rectangle,4,69506,3,0.8403329275754355,1989,2000.0,highway,2,3,7,NA,Yes,
19281.2,April-2005,11769.4,open land,industrial,Border,irregular,4,28044mts,6,0.9749677934420752,1997,0.0,highway,28,1,9,C,NA,NA
5123.5,December-1983,10635.3,villa,residential,Center,trapezoid,5,21918,6,0.6007945401579006,1965,1975.0,alley,70,1,8,,Yes, No
10167.8,Jun-1970,1045.8,duplex,commercial,Center,irregular,2,24439,5,0.4829943832588386,1961,0.0,alley,32,5,5,NA,Yes,NA
10210.9,Sep-2007,913.9,flat,residential,Outskirts,rectangle,2,68124,6,0.3838175375366334,2002,0.0,highway,83,5,8,,Yes,
10872.5,January-1991,8897.8,flat,commercial,Center,irregular,2,14154mts,9,0.8056318033552877,1990,0.0,street,15,2,9,,No,NA
3969.3,March-1980,6041.5,villa,residential,Center,irregular,1,24732,6,0.7399740451949597,1977,0.0,alley,74,2,1,NA,Yes,Yes
12379.6,March-2002,10197.4,land,industrial,Center,rectangle,1,18467mts,8,0.2874809238297713,1987,0.0,alley,93,5,3,F,NA,NA
4446.3,October-1972,7971.0,villa,residential,Border,trapezoid,2,26011mts,2,0.3443093991428847,1958,1969.0,street,52,3,9,NA,Yes,Yes
11925.9,January-2006,8770.7,duplex,residential,Center,irregular,5,18001,5,0.9982984474902252,1993,2001.0,alley,4,4,5,NA,No,
11497.9,June-1990,5615.3,open land,residential,Border,irregular,5,31514,3,0.7888382082449664,1989,0.0,highway,48,3,8,F,NA,NA
18637.2,April-04,7703.1,duplex,residential,Outskirts,rectangle,5,50985mts,5,0.11959198463949794,1987,1998.0,highway,20,1,2,NA,No,NA
3476.0,March-2004,3720.9,villa,residential,Border,irregular,5,36767,2,0.05892348851296192,2002,0.0,highway,17,4,1,NA,Yes, No
11666.0,October-1998,10477.8,duplex,residential,Outskirts,rectangle,4,53372mts,4,0.6362298480427258,1990,0.0,highway,11,4,1,,Yes,NA
11280.2,October-1994,8480.2,flat,commercial,Border,trapezoid,5,26861,8,0.7382320730541253,1992,0.0,street,52,3,10,NA,Yes,NA
11103.2,Dec-1982,6778.2,open land,commercial,Center,irregular,3,24399mts,9,0.5003918135062037,1982,0.0,alley,71,2,4,C,NA,NA
10807.2,December-1997,5180.9,duplex,residential,Border,irregular,5,21643,8,0.6920795507963095,1990,0.0,street,68,4,4,NA,Yes,NA
12515.3,October-2001,11547.3,duplex,commercial,Center,trapezoid,4,10366,2,0.886419922456403,1997,0.0,alley,56,5,5,NA,No,
12165.5,August-2003,10610.2,duplex,residential,Center,rectangle,3,7847mts,4,0.4161564597899624,1990,1998.0,street,81,5,10,NA,No,
5225.5,September-1982,11542.5,villa,residential,Center,trapezoid,1,11458,9,0.28216416773581776,1979,0.0,street,78,5,8,,Yes, No
4993.2,Aug-1976,10618.6,villa,residential,Center,rectangle,4,22871,10,0.7033878232314835,1968,0.0,street,95,2,10,NA,Yes,Yes
3715.9,July-1970,6891.2,villa,residential,Outskirts,rectangle,2,68817mts,1,0.021344835729553813,1953,1962.0,highway,58,3,4,NA,Yes,Yes
10878.3,March-1981,11837.8,flat,residential,Border,irregular,3,25595,7,0.3857445693126541,1972,0.0,street,8,3,8,NA,Yes,NA
11014.0,July-74,9118.7,flat,commercial,Center,rectangle,4,22555,8,0.3649777543342525,1966,0.0,alley,79,4,2,,Yes,NA
18277.6,Apr-2006,2778.4,duplex,residential,Outskirts,irregular,2,72298mts,3,0.9390225111894858,2002,0.0,highway,39,4,1,,No,NA
11917.0,February-1999,3346.3,open land,residential,Center,rectangle,2,5383,8,0.30853737267586934,1981,0.0,alley,82,5,7,F,NA,
10300.5,March-1971,6838.6,duplex,commercial,Border,irregular,3,21771,6,0.6215872491103751,1960,1968.0,street,79,5,9,NA,No,NA
19491.5,April-1992,5127.7,land,industrial,Outskirts,trapezoid,4,77557,2,0.09352300798130542,1976,0.0,highway,26,3,3,F,NA,
3066.0,August-1996,1010.3,villa,residential,Outskirts,irregular,1,74803,5,0.6196421302695154,1990,0.0,highway,14,3,8,NA,Yes, No
10662.4,November-1987,10842.5,duplex,commercial,Outskirts,irregular,4,59197,5,0.841028854010206,1974,1985.0,highway,47,1,9,NA,No,NA
10744.8,Feb-1999,6374.1,flat,commercial,Center,rectangle,5,3116,8,0.25837480256006495,1986,1994.0,alley,48,1,9,NA,Yes,NA
18643.4,April-1972,7082.2,duplex,residential,Border,rectangle,3,35202,6,0.8130567290711579,1955,1966.0,street,79,2,5,NA,Yes,NA
17338.4,April-1991,1151.8,flat,commercial,Outskirts,rectangle,1,61827,7,0.9525666808496286,1978,1988.0,highway,38,1,1,NA,No,
11954.2,June-1983,1162.7,land,industrial,Center,trapezoid,4,17560,4,0.8530339529308604,1969,0.0,alley,1,2,5,F,NA,
10199.7,May-79,5313.6,duplex,residential,Outskirts,rectangle,1,62032,10,0.4326887372257179,1971,0.0,highway,54,1,2,NA,Yes,NA
18213.0,April-2009,4117.9,duplex,residential,Border,rectangle,1,38199,4,0.6302799659310415,2001,0.0,highway,88,1,10,NA,Yes,
11728.9,August-1996,7143.1,flat,residential,Center,trapezoid,5,10850,6,0.24463375049246516,1987,0.0,alley,39,4,8,NA,Yes,NA
11753.2,September-1985,8530.0,open land,residential,Border,rectangle,2,27817,10,0.580819556867949,1971,0.0,street,1,4,10,C,NA,NA
4422.7,October-1989,1112.5,villa,residential,Center,trapezoid,3,25054,2,0.6137941608589038,1976,1985.0,alley,49,2,6,NA,Yes,Yes
18771.6,April-2005,8411.7,duplex,residential,Outskirts,irregular,1,70764,2,0.7784810324651859,1986,1994.0,highway,78,5,8,NA,No,NA
11636.7,May-1972,9877.0,open land,commercial,Center,irregular,1,3035,3,0.797514652081818,1969,,alley,66,1,3,F,NA,NA
4324.8,May-1995,4205.9,villa,residential,Outskirts,rectangle,5,64709mts,1,0.7707952994910479,1994,0.0,highway,39,4,4,NA,Yes,Yes
4409.4,October-2007,4513.7,villa,residential,Outskirts,trapezoid,2,64114,9,0.6372546881900224,1999,0.0,highway,50,4,8,NA,Yes,Yes
11027.8,March-1999,5916.7,flat,residential,Border,trapezoid,5,31161,7,0.4802752373382586,1981,1991.0,street,75,1,5,,Yes,
10878.8,October-2008,5629.3,flat,residential,Outskirts,trapezoid,4,67502,3,0.05364514406492915,1994,2003.0,highway,71,2,8,,Yes,
11783.6,Jun-1989,11492.5,land,commercial,Border,rectangle,2,35612,5,0.7624812383844631,1982,0.0,highway,10,4,10,C,NA,NA
3974.8,June-1985,8548.0,villa,residential,Border,rectangle,3,26279,6,0.3060773868707293,1978,0.0,street,79,2,3,,Yes, No
11789.5,April-2006,6068.3,villa,residential,Outskirts,rectangle,1,52095,6,0.6701314142768461,1991,2000.0,highway,36,4,6,NA,Yes, No
4386.0,August-1993,5056.9,villa,residential,Center,rectangle,2,12940mts,4,0.5550063362012373,1982,1992.0,alley,45,2,7,,Yes,Yes
4529.6,October-2003,7912.2,villa,residential,Outskirts,trapezoid,2,63386,8,0.44554901247815437,1996,0.0,highway,29,4,7,NA,Yes, No
11069.8,January-1992,7516.2,open land,residential,Border,irregular,1,26827,9,0.23311129369517236,1975,0.0,street,14,3,3,C,NA,NA
11111.5,June-1978,10013.8,duplex,commercial,Center,rectangle,2,18035,10,0.18351631321261586,1970,0.0,alley,53,3,10,NA,Yes,
10875.5,March-2001,6923.0,duplex,residential,Outskirts,rectangle,4,66042,5,0.2442397817453118,1991,1999.0,highway,32,1,3,NA,Yes,NA
11286.3,July-1982,2468.0,land,residential,Border,trapezoid,1,40181mts,1,0.9645101329082497,1974,0.0,highway,6,2,5,C,NA,NA
3276.7,July-73,5213.6,villa,residential,Outskirts,irregular,1,70456,6,0.3255355738790655,1957,1967.0,highway,14,3,2,,Yes,Yes
3030.1,Dec-1984,2193.5,villa,residential,Outskirts,irregular,3,50165,10,0.0932856501437771,1968,1979.0,highway,72,5,2,NA,Yes,Yes
3470.5,February-1997,1303.5,villa,residential,Border,rectangle,2,28714,9,0.4082985436275849,1980,1989.0,highway,6,4,1,,Yes,Yes
9428.2,February-1973,968.8,flat,residential,Outskirts,irregular,3,75037,4,0.3057046073003584,1965,0.0,highway,27,3,1,NA,No,NA
10125.6,January-1978,3020.6,duplex,commercial,Outskirts,trapezoid,3,77494mts,9,0.3544976412358287,1968,1979.0,highway,93,1,1,NA,Yes,NA
3177.0,August-1975,5177.8,villa,residential,Border,irregular,3,36887,7,0.9213023795931701,1958,1967.0,highway,31,1,7,NA,Yes, No
9685.1,November-74,1244.8,flat,commercial,Outskirts,trapezoid,1,65317,4,0.6304702010688741,1968,0.0,highway,39,1,1,,No,NA
11776.7,December-98,9342.9,open land,commercial,Border,trapezoid,2,30955mts,5,0.052610725551634485,1994,,highway,1,5,8,C,NA,NA
3639.7,February-1983,4943.6,villa,residential,Border,irregular,3,28014,4,0.42860997782553745,1966,1976.0,street,42,5,10,NA,Yes, No
4072.4,May-2000,2349.3,villa,residential,Center,irregular,4,3819,7,0.4816986151885414,2000,0.0,street,9,2,7,NA,Yes,Yes
10442.1,January-1994,1639.5,duplex,residential,Border,trapezoid,3,35278,8,0.058768186758965446,1987,0.0,street,82,1,1,NA,Yes,NA
11874.3,June-1974,5539.0,open land,residential,Outskirts,trapezoid,5,60174mts,8,0.10596721372130313,1957,0.0,highway,1,4,5,F,NA,NA
12059.3,September-2006,8279.6,duplex,residential,Center,trapezoid,4,7822,1,0.20841780955685452,2005,0.0,street,85,1,2,,Yes,NA
10140.4,December-1973,1915.2,duplex,commercial,Outskirts,trapezoid,3,67647mts,5,0.08307527522463631,1971,0.0,highway,91,5,4,NA,No,NA
11221.7,Dec-1972,9882.0,flat,residential,Border,trapezoid,2,28481,2,0.8674508056926339,1972,0.0,street,72,1,3,NA,Yes,
3617.3,Jun-2007,6113.8,villa,residential,Border,irregular,2,33935,10,0.18344460952985653,1990,1998.0,highway,28,4,9,NA,Yes,Yes
10231.9,Dec-1994,5416.1,duplex,commercial,Outskirts,rectangle,1,75720mts,2,0.014845092156557271,1988,0.0,highway,98,3,6,NA,Yes,NA
10647.7,Mar-1991,11191.4,duplex,commercial,Border,irregular,1,35087,6,0.19096370099620175,1990,0.0,street,21,3,6,NA,No,
5233.8,May-1998,9749.9,villa,residential,Outskirts,trapezoid,5,56921,3,0.9736724170824316,1985,1994.0,highway,90,4,10,NA,Yes,Yes
10037.1,May-1972,8998.5,flat,commercial,Border,rectangle,1,24988,9,0.6993374404611811,1954,1965.0,highway,41,2,4,,No,NA
4676.9,January-1983,10997.4,villa,residential,Center,irregular,4,23289,1,0.052813178587735266,1972,1983.0,street,36,3,5,NA,Yes, No
10877.8,August-87,4146.1,open land,commercial,Border,rectangle,3,23600,6,0.6724793310308242,1976,,highway,94,1,9,F,NA,NA
5498.2,May-1983,11546.5,villa,residential,Center,trapezoid,4,5323,7,0.5607214116690816,1983,0.0,street,69,4,7,,Yes, No
18599.4,April-97,5941.8,flat,commercial,Center,trapezoid,2,6785,3,0.003151968873093658,1979,1988.0,alley,33,2,9,NA,No,
18010.3,April-2006,2352.9,flat,commercial,Border,trapezoid,1,35604,10,0.5339529567480337,1990,2001.0,highway,31,5,6,NA,No,
4051.2,Jan-1980,10745.2,villa,residential,Outskirts,irregular,2,65867,2,0.10360085170158218,1976,0.0,highway,72,5,2,NA,Yes,Yes
19959.8,April-2008,10628.2,land,commercial,Center,rectangle,2,14685mts,8,0.6186522086109402,1990,,alley,20,2,1,C,NA,NA
10428.9,September-2006,3830.2,flat,residential,Border,rectangle,3,39974,8,0.5610095038540518,1997,0.0,highway,88,4,10,,Yes,NA
10915.0,July-1985,4448.7,open land,residential,Border,irregular,5,40315,3,0.6237195130369404,1985,0.0,highway,57,3,7,C,NA,
18648.1,Apr-1979,7149.6,flat,residential,Center,rectangle,1,13051,10,0.5294446355029243,1971,0.0,alley,43,3,1,NA,Yes,
11299.4,September-1988,9390.3,flat,commercial,Center,trapezoid,4,12258,5,0.10211361342662284,1981,0.0,alley,68,2,7,NA,Yes,NA
4250.8,January-1994,8435.2,villa,residential,Center,irregular,3,15125,9,0.3310079124999733,1992,0.0,alley,71,2,3,,Yes,Yes
10537.9,October-2009,2239.9,duplex,residential,Outskirts,rectangle,4,73991mts,7,0.1774620765760262,1990,2000.0,highway,13,2,10,NA,Yes,
11249.7,May-1974,3102.5,open land,commercial,Border,trapezoid,3,38628,1,0.5128272647101864,1958,0.0,highway,74,3,4,F,NA,NA
18149.9,April-2007,5683.1,flat,commercial,Border,rectangle,2,28467mts,6,0.6499555121081666,1995,2004.0,highway,12,4,5,NA,No,
3074.0,October-1990,1282.8,villa,residential,Border,rectangle,1,30248mts,4,0.3274647796653132,1982,0.0,street,90,1,4,NA,Yes, No
12285.8,June-1992,9841.1,land,residential,Outskirts,trapezoid,5,69906,6,0.027783476384678596,1981,0.0,highway,67,2,8,F,NA,NA
10976.7,Dec-1998,9742.3,flat,commercial,Border,trapezoid,1,31443,10,0.1275540850466701,1986,1994.0,street,17,3,9,NA,Yes,NA
11433.4,June-1990,11907.4,duplex,residential,Outskirts,rectangle,3,50736mts,8,0.9033839462817611,1985,0.0,highway,14,2,9,,No,
10639.7,March-1974,9827.0,flat,residential,Outskirts,rectangle,3,79911,8,0.3105786687054708,1972,0.0,highway,0,2,6,NA,No,NA
18814.0,April-1981,1924.9,duplex,residential,Center,trapezoid,4,25375mts,9,0.2197474802351026,1979,0.0,alley,3,2,9,NA,Yes,NA
11088.4,May-71,7984.3,duplex,commercial,Outskirts,trapezoid,4,72694,6,0.6644162553452532,1965,0.0,highway,39,4,3,NA,No,NA
10286.3,July-1997,6508.8,flat,commercial,Border,irregular,2,38319,3,0.3552390968787611,1988,0.0,street,94,5,3,,Yes,
18991.1,April-2003,4447.8,flat,residential,Center,rectangle,3,23220,6,0.4227306318103118,1993,2002.0,street,41,3,1,NA,Yes,NA
4083.7,Aug-1980,3584.5,villa,residential,Center,rectangle,2,4280,3,0.7659317456318568,1965,1976.0,street,92,2,3,,Yes, No
11147.4,November-1982,5290.0,duplex,residential,Border,trapezoid,3,21267,7,0.9223188924819354,1976,0.0,street,74,2,7,NA,Yes,NA
11521.3,December-1981,11166.2,duplex,commercial,Center,irregular,3,22512,1,0.6083651674784627,1968,1978.0,street,9,3,9,NA,No,
11303.6,Aug-1993,9329.1,open land,commercial,Outskirts,irregular,4,68307,7,0.6348792263906399,1979,0.0,highway,62,4,2,C,NA,
11635.9,March-2007,8092.4,open land,industrial,Center,irregular,2,20435,10,0.3767423027929233,2006,,street,67,3,7,C,NA,NA
10044.9,January-1999,4522.7,duplex,commercial,Outskirts,irregular,1,61012,4,0.16595379754800454,1987,1998.0,highway,21,4,3,NA,Yes,NA
11495.2,October-1995,11452.2,open land,industrial,Border,irregular,5,21904,10,0.6360448385771399,1984,0.0,street,62,2,8,C,NA,NA
10306.5,July-1989,2901.5,open land,commercial,Border,irregular,3,26959,4,0.12904993112302166,1971,,street,54,2,5,C,NA,NA
11754.5,Apr-1971,1487.4,villa,residential,Center,trapezoid,4,14418mts,6,0.7427477590647021,1956,1964.0,alley,54,1,8,,Yes, No
11765.2,February-1999,11446.6,land,industrial,Outskirts,irregular,3,77574mts,1,0.9130845192266245,1997,0.0,highway,81,4,3,C,NA,NA
11861.8,September-2002,9740.6,open land,commercial,Border,irregular,4,22544mts,4,0.5337294081299399,1995,0.0,street,42,3,3,F,NA,NA
11941.8,Jul-2008,2517.9,open land,residential,Center,rectangle,4,5238mts,10,0.29425594305108893,2008,0.0,street,23,5,2,C,NA,NA
4596.4,Dec-2003,6205.4,villa,residential,Center,irregular,5,3107mts,9,0.7655286131925934,1989,2000.0,street,0,3,4,,Yes, No
3909.8,January-1998,9973.9,villa,residential,Outskirts,rectangle,3,65096,7,0.01306933156151735,1987,1998.0,highway,79,1,9,,Yes, No
20032.9,April-1987,10814.2,open land,industrial,Border,trapezoid,1,24121,8,0.770341195527672,1979,,street,23,2,9,F,NA,
10352.6,August-2001,2537.5,flat,residential,Outskirts,trapezoid,2,68726mts,4,0.4117482957603614,1982,1991.0,highway,94,1,8,,Yes,
10124.1,Oct-1979,7802.4,flat,commercial,Border,irregular,3,22619mts,6,0.048192887956614694,1962,1972.0,street,2,5,4,NA,No,
10167.3,October-1987,5835.4,duplex,residential,Border,irregular,4,27939,5,0.4123151529899711,1973,1981.0,highway,5,1,2,NA,No,NA
11718.3,November-1990,8746.3,land,residential,Border,rectangle,5,22794,8,0.6855161836840052,1985,0.0,highway,18,3,10,C,NA,NA
10058.1,January-1994,8521.4,duplex,commercial,Border,irregular,2,31302,8,0.4221128590455151,1976,1986.0,highway,81,1,1,NA,Yes,
11799.0,Sep-1996,11878.9,flat,residential,Border,trapezoid,4,27371mts,2,0.44688286450835557,1993,0.0,street,83,3,2,NA,Yes,
4522.0,September-1972,3987.0,villa,residential,Center,trapezoid,3,2473,8,0.35030811724513045,1956,1964.0,street,86,4,3,,Yes,Yes
19856.6,April-1981,8427.0,open land,residential,Border,trapezoid,1,40351mts,5,0.35539159693765576,1981,0.0,highway,48,5,5,F,NA,NA
11117.5,August-1990,7754.6,land,commercial,Outskirts,irregular,4,79413,3,0.04698331435899428,1982,,highway,71,2,2,F,NA,
4881.3,September-1985,11612.7,villa,residential,Border,trapezoid,4,24959mts,5,0.600585619857307,1973,1984.0,street,64,2,9,,Yes, No
11353.1,July-1993,9013.5,flat,commercial,Center,rectangle,5,13542,4,0.6208767712777317,1975,1983.0,alley,76,4,1,,No,NA
4316.6,October-1985,3621.6,villa,residential,Outskirts,trapezoid,3,65423mts,7,0.7620702321519826,1974,1985.0,highway,1,4,3,,Yes,Yes
19854.7,Apr-2000,6054.4,open land,residential,Border,trapezoid,3,24899,5,0.7114827138749106,1992,0.0,street,57,4,2,C,NA,NA
10926.8,February-76,7104.5,flat,residential,Center,irregular,4,10995,6,0.773889241104358,1959,1970.0,alley,69,5,10,NA,No,NA
12896.5,October-97,10670.9,open land,residential,Border,trapezoid,4,37386,5,0.975956225762478,1991,,highway,45,4,3,F,NA,NA
